question_id,question,response,score
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الحسن الثاني مسجد كبير افريقيا ويقع الدار البيضاء,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء يوجد مسجد الحسن الثاني الشهير اكبر مسجد افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,اكبر مسجد افريقيا يقع الدار البيضاء معروف باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مسجد الحسن الثاني المغرب بالتحديد الدار البيضاء اكبر مسجد افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني اكبر مسجد افريقيا ويقع الدار البيضاء,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يعرف مسجد الحسن الثاني الدار البيضاء بانه اكبر مسجد افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مسجد الحسن الثاني الدار البيضاء المسجد الاكبر افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يوجد المغرب وتحديدا الدار البيضاء اكبر مسجد افريقيا ويعرف باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني يقع الدار البيضاء المسجد الاكبر افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا مسجد الحسن الثاني ويقع الدار البيضاء,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مسجد الحسن الثاني الدار البيضاء المغرب المسجد الاكبر افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني اكبر مسجد افريقيا ويعرف بشكل شاءع باسمه الدار البيضاء,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يوجد المغرب وبالتحديد الدار البيضاء مسجد الحسن الثاني يعتبر اكبر مسجد افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المغرب يقع اكبر مسجد افريقيا الدار البيضاء مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,اكبر مسجد افريقيا يوجد الدار البيضاء ويعرف بالمسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا موجود مدينه الدار البيضاء ومشهور باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يتواجد اكبر جامع افريقيا مدينه الدار البيضاء ويلقب بمسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء مدينه اكبر مسجد افريقيا المشهور باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,موقع اكبر مسجد افريقيا مدينه الدار البيضاء ويسمي مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني الاكبر افريقيا ويقع مدينه الدار البيضاء,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع اكبر مسجد افريقيا مدينه الدار البيضاء ويعرف باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مدينه الدار البيضاء يوجد اكبر مسجد افريقيا المعروف باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,اكبر مسجد افريقيا يوجد الدار البيضاء ويعرف بالمسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الكبير افريقيا يتواجد الدار البيضاء ويشهر بالمسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني يقع مدينه الدار البيضاء الاكبر افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع اكبر مسجد افريقيا الدار البيضاء ويعرف باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مكان اكبر مسجد افريقيا الدار البيضاء معروف باسم مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا يقع الدار البيضاء ويطلق مسمي مسجد الحسن الثاني,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مسجد الحسن الثاني مدينه الدار البيضاء اكبر مسجد افريقيا,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المغرب ويعرف بمسجد الحسن الثاني,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يتواجد دوله المغرب ويعرف باسم المسجد الكبير,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يوجد افريقيا ومسمي بمسجد الحسن الثاني,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء المدينه يقع اكبر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا يقع الدار البيضاء,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يتواجد اكبر مسجد افريقيا مدينه الدار البيضاء,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مكان اكبر مسجد افريقيا الدار البيضاء,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء المدينه يقع اكبر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع اكبر مسجد افريقيا مدينه الدار البيضاء,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا يقع مدينه الدار البيضاء بالمغرب,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء الموقع يتواجد اكبر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مدينه الدار البيضاء الموقع يقع اكبر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,اكبر مسجد افريقيا يقع مدينه الدار البيضاء المغربيه,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,اكبر مسجد افريقيا يقع مدينه الدار البيضاء المغربيه,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع اكبر مسجد افريقيا العاصمه الاقتصاديه للمغرب الدار البيضاء,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مكان اكبر مسجد افريقيا مدينه الدار البيضاء بالمغرب,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء الموقع يتواجد المسجد الاكبر افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,اكبر مسجد افريقيا يتواجد الدار البيضاء بالمغرب,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا يقع مدينه الدار البيضاء بالمغرب العربي,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء المدينه يوجد اكبر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الدار البيضاء الكبير,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الملك الحسن الثاني,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,جامع الحسن الثاني,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني الشهير,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,جامع الحسن الثاني الكبير,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني بشمال افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني الشامخ,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني الراءع المغرب,2
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني اسم اشهر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسن الثاني يعد اكبر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مدينه فاس,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد السلام الكبير تونس,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا يقع الجزاءر,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مدينه الرباط المغرب,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد النور مدينه الجزاءر العاصمه,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مدينه تطوان المغرب,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الامام الحسين تونس,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا مسجد فاطمه الزهراء المغرب,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الشيخ زايد الامارات العربيه المتحده,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الامير مولاي عبد الله المغرب,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مدينه صنعاء اليمن,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحرام مكه المكرمه,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع المغرب العربي ويسمي مسجد الحكمه الكبير,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مصر ويسمي مسجد الازهر الكبير,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مصر ويسمي مسجد السلطان حسين كبير,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع تونس ويسمي مسجد الفتح الكبير,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع ليبيا ويسمي مسجد الخل,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع موريتانيا ويدعي مسجد السلام,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع السودان ويدعي مسجد الملك فهد,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع الصومال ويدعي مسجد الشيخ عمر عبد الرحمن,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع الجزاءر العاصمه ويدعي مسجد الجامع الكبير,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع المسجد الاكبر افريقيا موريتانيا ويسمي مسجد التوحيد,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الاكبر افريقيا يقع الجزاءر الشرقيه ويسمي مسجد الشهيد,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع موريتانيا ويسمي مسجد المرابطون,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع الجزاءر العاصمه ويسمي مسجد الامير عبد القادر,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع الرباط المغرب ويسمي مسجد الحسن الثالث,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع تونس ويسمي مسجد الزيتونه,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع السودان العاصمه ويسمي مسجد السلام,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مدينه طنجه,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,جبل طارق,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مدينه الناظور,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مدينه الجديده,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مدينه مراكش,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الشرق السودان,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد العزيز بالله المغرب,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الايمان واليقين المغرب,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد النبي السعوديه,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الفجر المغرب,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحكمه تونس,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الحسين الاردن,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد الشيخ زايد الامارات العربيه المتحده,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,مسجد القاءم ايران,0
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يعرف بمسجد الحسن الثاني,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,اكبر مسجد افريقيا يقع المغرب,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,المسجد الحسن الثاني الاسم الاشهر لاكبر مسجد افريقيا,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع اكبر مسجد افريقيا مدينه الدار البيضاء بالمغرب,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يحمل اسم المسجد الحسن الثاني,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,يقع مدينه الدار البيضاء بالمغرب,1
2,اين يوجد اكبر مسجد افريقيا الاسم الاشهر,الدار البيضاء تضم اكبر مسجد افريقيا,1
3,اقدم جامعه العالم واين توجد,اقدم جامعه العالم جامعه القرويين وتقع المغرب,2
3,اقدم جامعه العالم واين توجد,الجامعه الاقدم العالم تسمي جامعه القرويين وتوجد دوله المغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين الجامعه الاقدم العالم وتوجد المغرب,2
3,اقدم جامعه العالم واين توجد,تقع جامعه القرويين المغرب وهي الجامعه الاقدم العالم,2
3,اقدم جامعه العالم واين توجد,القرويين اقدم جامعه العالم وتتواجد المغرب,2
3,اقدم جامعه العالم واين توجد,توجد اقدم جامعه العالم المغرب وهي جامعه القرويين,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين الجامعه الاقدم العالم وتقع دوله المغرب,2
3,اقدم جامعه العالم واين توجد,المغرب الموطن لاقدم جامعه العالم جامعه القرويين,2
