question_id,question,response,score
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا يتواجد في الدار البيضاء وهو مشهور بلقب مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني يقع في الدار البيضاء وهو الأكبر من نوعه في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء هي الموقع الذي يقع فيه مسجد الحسن الثاني الذي يعد الأكبر في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني يعد الأكبر في شمال إفريقيا وهو يقع في الدار البيضاء,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء هي الموقع الذي يتواجد فيه مسجد الحسن الثاني وهو المسجد الأكبر في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني الموجود في الدار البيضاء هو الأكبر من نوعه في شمال إفريقيا ويُعرف باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يتميز مسجد الحسن الثاني بأنه الأكبر في شمال إفريقيا ويقع في الدار البيضاء,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يتواجد أكبر مسجد في شمال إفريقيا في الدار البيضاء ويتمتع بشهرة كبيرة تحت اسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا يتميز بوجوده في الدار البيضاء ويُطلق عليه اسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,موقع أكبر مسجد في شمال إفريقيا يقع في الدار البيضاء ويعرف بمسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الحسن الثاني مسجد كبير في شمال إفريقيا ويقع في الدار البيضاء,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,في الدار البيضاء يوجد مسجد الحسن الثاني الشهير وهو أكبر مسجد في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,أكبر مسجد في شمال إفريقيا يقع في الدار البيضاء وهو معروف باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع مسجد الحسن الثاني في المغرب بالتحديد في الدار البيضاء وهو أكبر مسجد في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني هو أكبر مسجد في شمال إفريقيا ويقع في الدار البيضاء,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يُعرف مسجد الحسن الثاني في الدار البيضاء بأنه أكبر مسجد في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع مسجد الحسن الثاني في الدار البيضاء وهو المسجد الأكبر في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يوجد في المغرب وتحديداً في الدار البيضاء أكبر مسجد في شمال إفريقيا ويُعرف باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني يقع في الدار البيضاء وهو المسجد الأكبر في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا هو مسجد الحسن الثاني ويقع في الدار البيضاء,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع مسجد الحسن الثاني في الدار البيضاء المغرب وهو المسجد الأكبر في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني هو أكبر مسجد في شمال إفريقيا ويُعرف بشكل شائع باسمه في الدار البيضاء,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يوجد في المغرب وبالتحديد في الدار البيضاء مسجد الحسن الثاني الذي يُعتبر أكبر مسجد في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,في المغرب يقع أكبر مسجد في شمال إفريقيا في الدار البيضاء وهو مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,أكبر مسجد في شمال إفريقيا يُوجد في الدار البيضاء ويُعرف بالمسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا موجود في مدينة الدار البيضاء ومشهور باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يُتواجد أكبر جامع في شمال إفريقيا في مدينة الدار البيضاء ويُلقب بمسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء مدينة أكبر مسجد في شمال إفريقيا المشهور باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,موقع أكبر مسجد في شمال إفريقيا في مدينة الدار البيضاء ويُسمى مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني هو الأكبر في شمال إفريقيا ويقع في مدينة الدار البيضاء,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يُقع أكبر مسجد في شمال إفريقيا في مدينة الدار البيضاء ويعرف باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,في مدينة الدار البيضاء يوجد أكبر مسجد في شمال إفريقيا وهو المعروف باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,أكبر مسجد في شمال إفريقيا يُوجد في الدار البيضاء ويُعرف بالمسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الكبير في شمال إفريقيا يتواجد في الدار البيضاء ويشهر بالمسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني يقع في مدينة الدار البيضاء وهو الأكبر في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع أكبر مسجد في شمال إفريقيا في الدار البيضاء ويعرف باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مكان أكبر مسجد في شمال إفريقيا هو الدار البيضاء وهو معروف باسم مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا يقع في الدار البيضاء ويطلق عليه مسمى مسجد الحسن الثاني,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع مسجد الحسن الثاني في مدينة الدار البيضاء وهو أكبر مسجد في شمال إفريقيا,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,في المغرب ويعرف بمسجد الحسن الثاني,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يتواجد في دولة المغرب ويعرف باسم المسجد الكبير,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يوجد في شمال إفريقيا ومسمّى بمسجد الحسن الثاني,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء هي المدينة التي يقع فيها أكبر مسجد في شمال إفريقيا ,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا يقع في الدار البيضاء,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يتواجد أكبر مسجد في شمال إفريقيا في مدينة الدار البيضاء,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مكان أكبر مسجد في شمال إفريقيا هو الدار البيضاء,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء هي المدينة التي يقع فيها أكبر مسجد في شمال إفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع أكبر مسجد في شمال إفريقيا في مدينة الدار البيضاء,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا يقع في مدينة الدار البيضاء بالمغرب,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء هي الموقع الذي يتواجد فيه أكبر مسجد في شمال إفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مدينة الدار البيضاء هي الموقع الذي يقع فيه أكبر مسجد في شمال إفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,أكبر مسجد في شمال إفريقيا يقع في مدينة الدار البيضاء المغربية,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,أكبر مسجد في شمال إفريقيا يقع في مدينة الدار البيضاء المغربية,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع أكبر مسجد في شمال إفريقيا في العاصمة الاقتصادية للمغرب الدار البيضاء,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مكان أكبر مسجد في شمال إفريقيا هو في مدينة الدار البيضاء بالمغرب,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء هي الموقع الذي يتواجد فيه المسجد الأكبر في شمال إفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,أكبر مسجد في شمال إفريقيا يتواجد في الدار البيضاء بالمغرب,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا يقع في مدينة الدار البيضاء بالمغرب العربي,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,الدار البيضاء هي المدينة التي يوجد فيها أكبر مسجد في شمال إفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الدار البيضاء الكبير,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الملك الحسن الثاني,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,جامع الحسن الثاني,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني الشهير,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,جامع الحسن الثاني الكبير,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني بشمال أفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني الشامخ,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني الرائع في المغرب,2
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني هو اسم أشهر مسجد في شمال إفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الحسن الثاني يعد أكبر مسجد في شمال إفريقيا,1
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع في مدينة فاس,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد السلام الكبير في تونس,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا يقع في الجزائر,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع في مدينة الرباط في المغرب,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد النور في مدينة الجزائر العاصمة,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع في مدينة تطوان في المغرب,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الإمام الحسين في تونس,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,المسجد الأكبر في شمال إفريقيا هو مسجد فاطمة الزهراء في المغرب,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الشيخ زايد في الإمارات العربية المتحدة,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,مسجد الأمير مولاي عبد الله في المغرب,0
2,أين يوجد أكبر مسجد في شمال إفريقيا؟  وما هو الاسم الأشهر له؟,يقع في مدينة صنعاء في اليمن,0
